Phrase,Sentiment
"The soupy end result has the odd distinction of being playful without being fun , too .",0
Griffin & Co. manage to be spectacularly outrageous .,1
"Authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .",0
"Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .",1
"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .",0
All the characters are clinically depressed and have abandoned their slim hopes and dreams .,0
"At its worst , it 's Rambo - meets-John Ford .",0
"Costner 's warm-milk persona is just as ill-fitting as Shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink Laurence Olivier .",0
Although it does n't always hang together -- violence and whimsy do n't combine easily -- `` Cherish '' certainly is n't dull .,0
It 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .,1
"The screenplay does too much meandering , Norton has to recite bland police procedural details , Fiennes wanders around in an attempt to seem weird and distanced , Hopkins looks like a drag queen .",0
The innocence of holiday cheer ai n't what it used to be .,0
Do n't let the subtitles fool you ; the movie only proves that Hollywood no longer has a monopoly on mindless action .,0
Acting can not be acted .,0
"A pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .",0
But it 's hardly a necessary enterprise .,0
The trailer is a riot .,1
Disappointing in comparison to other recent war movies ... or any other John Woo flick for that matter .,0
"This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .",1
"Very well made , but does n't generate a lot of tension .",0
"This is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .",0
"Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .",1
"Lucy 's a dull girl , that 's all .",0
"While we want MacDowell 's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her .",0
It may also be the best sex comedy about environmental pollution ever made .,1
"In the wake of Saving Private Ryan , Black Hawk Down and We Were Soldiers , you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .",0
"The holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .",0
"He does n't , however , deliver nearly enough of the show 's trademark style and flash .",0
"Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",0
"An inventive , absorbing movie that 's as hard to classify as it is hard to resist .",1
"A finely tuned mood piece , a model of menacing atmosphere .",1
"The film is small in scope , yet perfectly formed .",1
It 's just a little too self-satisfied .,0
"Slow , dry , poorly cast , but beautifully shot .",0
"If routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .",0
Suffers from a flat script and a low budget .,0
"What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .",0
"Each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .",0
"At three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .",0
Manages to be both hugely entertaining and uplifting .,1
It 's quite diverting nonsense .,0
Witless and utterly pointless .,0
"Tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu .",0
The director seems to take an unseemly pleasure in -LRB- the characters ' -RRB- misery and at the same time to congratulate himself for having the guts to confront it .,0
"At its worst the screenplay is callow , but at its best it is a young artist 's thoughtful consideration of fatherhood .",0
"The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen .",0
"This is an extraordinary film , not least because it is Japanese and yet feels universal .",1
And that holds true for both the movie and the title character played by Brendan Fraser .,0
"Too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .",0
"Although I did n't hate this one , it 's not very good either .",0
Fun and nimble .,1
Just a Kiss is a just a waste .,0
"Piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent .",0
For single digits kidlets Stuart Little 2 is still a no brainer .,0
Dramas like this make it human .,1
The Country Bears has no scenes that will upset or frighten young viewers .,0
"The 70-year-old Godard has become , to judge from In Praise of Love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",0
"An ambitious , guilt-suffused melodrama crippled by poor casting .",0
"Impossible as it may sound , this film 's heart is even more embracing than Monty , if only because it accepts nasty behavior and severe flaws as part of the human condition .",1
"Director Yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we have n't seen 10,000 times .",0
Just a Kiss wants desperately to come off as a fanciful film about the typical problems of average people .,0
"Dodgy mixture of cutesy romance , dark satire and murder mystery .",0
... a true delight .,1
"The production has been made with an enormous amount of affection , so we believe these characters love each other .",1
"The movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .",0
Every note rings false .,0
An extraordinarily silly thriller .,0
A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,0
"A work of extraordinary journalism , but it is also a work of deft and subtle poetry .",1
As we have come to learn -- as many times as we have fingers to count on -- Jason is a killer who does n't know the meaning of the word ` quit . ',0
"Director George Hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .",0
Morvern rocks .,1
"Shanghai Ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .",0
"In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",0
"I ca n't remember the last time I saw an audience laugh so much during a movie , but there 's only one problem ... it 's supposed to be a drama .",0
"If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .",0
This is rote drivel aimed at Mom and Dad 's wallet .,0
"Bisset delivers a game performance , but she is unable to save the movie .",0
"Analyze That regurgitates and waters down many of the previous film 's successes , with a few new swings thrown in .",0
It depends on how well flatulence gags fit into your holiday concept .,0
A penetrating glimpse into the tissue-thin ego of the stand-up comic .,0
"If you like quirky , odd movies and\/or the ironic , here 's a fun one .",1
"Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .",1
A captivating and intimate study about dying and loving ...,1
"We get light showers of emotion a couple of times , but then -- strangely -- these wane to an inconsistent and ultimately unsatisfying drizzle .",0
Schneidermeister ... Makin ' a fool of himself ... Losin ' his fan base ...,0
Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .,0
"Who , exactly , is fighting whom here ?",0
"A melancholy , emotional film .",0
Is n't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself ?,0
"A breathtaking adventure for all ages , Spirit tells its poignant and uplifting story in a stunning fusion of music and images .",1
"More concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , Soderbergh 's Solaris is a gorgeous and deceptively minimalist cinematic tone poem .",1
"Feels like pieces a bunch of other , better movies slapped together .",0
"Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .",0
Lan Yu seems altogether too slight to be called any kind of masterpiece .,0
"Woody , what happened ?",0
"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",0
"If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .",0
"The film is grossly contradictory in conveying its social message , if indeed there is one .",0
"One long , numbing action sequence made up mostly of routine stuff Yuen has given us before .",0
Oliveira seems to pursue silent film representation with every mournful composition .,0
Sandra Bullock 's best dramatic performance to date -LRB- is -RRB- almost enough to lift -LRB- this -RRB- thrill-kill cat-and-mouser ... above its paint-by-numbers plot .,0
Its appeal will probably limited to LDS Church members and undemanding armchair tourists .,0
"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",0
"Just a string of stale gags , with no good inside dope , and no particular bite .",0
Summer 's far too fleeting to squander on offal like this .,0
"Baran is shockingly devoid of your typical Majid Majidi shoe-loving , crippled children .",0
Post 9\/11 the philosophical message of `` Personal Freedom First '' might not be as palatable as intended .,0
The movie is like Scorsese 's Mean Streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot .,0
The film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of Hollywood heart-string plucking .,0
A feel-good movie that does n't give you enough to feel good about .,0
Like most movies about the pitfalls of bad behavior ... Circuit gets drawn into the party .,0
"The filmmaker ascends , literally , to the Olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster .",0
"The Sum of All Fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots -LRB- or cinema seats -RRB- .",0
Low rent from frame one .,0
Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .,0
"If you want a movie time trip , the 1960 version is a far smoother ride .",0
"Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice .",0
Will anyone who is n't a Fangoria subscriber be excited that it has n't gone straight to video ?,0
Most of the characters come off as pantomimesque sterotypes .,0
A gripping drama .,1
Darkly funny and frequently insightful .,1
A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .,0
The only young people who possibly will enjoy it are infants ... who might be distracted by the movie 's quick movements and sounds .,0
Sayles ... once again strands his superb performers in the same old story .,0
"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",1
"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",1
"For a debut film , Skin of Man , Heart of Beast feels unusually assured .",0
But how it washed out despite all of that is the project 's prime mystery .,0
"More successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",0
"Imagine the CleanFlicks version of ` Love Story , ' with Ali MacGraw 's profanities replaced by romance-novel platitudes .",0
... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from TV reruns and supermarket tabloids .,0
"The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .",1
"The power of this script , and the performances that come with it , is that the whole damned thing did n't get our moral hackles up .",0
"Stale , futile scenario .",0
"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",0
Feels familiar and tired .,0
"Despite the holes in the story and the somewhat predictable plot , moments of the movie caused me to jump in my chair ...",0
Runs on the pure adrenalin of Pacino 's performance .,1
The movie is a mess from start to finish .,0
"A distinguished and thoughtful film , marked by acute writing and a host of splendid performances .",1
"Demonstrates the unusual power of thoughtful , subjective filmmaking .",1
"A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .",1
The most ill-conceived animated comedy since the 1991 dog Rover Dangerfield .,0
"Aptly named , this shimmering , beautifully costumed and filmed production does n't work for me .",0
Meant for Star Wars fans .,0
"The film , like Jimmy 's routines , could use a few good laughs .",0
Highly watchable stuff .,1
"The faithful will enjoy this sometimes wry adaptation of V.S. Naipaul 's novel , but newcomers may find themselves stifling a yawn or two during the first hour .",0
It 's not difficult to spot the culprit early-on in this predictable thriller .,0
"I found myself liking the film , though in this case one man 's treasure could prove to be another man 's garbage .",0
"an admirable , sometimes exceptional film",1
"A mediocre exercise in target demographics , unaware that it 's the butt of its own joke .",0
Well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .,1
"This big screen caper has a good bark , far from being a bow-wow .",0
"The doofus-on - the-loose banter of Welcome to Collinwood has a cocky , after-hours loopiness to it .",0
A wretched movie that reduces the Second World War to one man 's quest to find an old flame .,0
"Armed with a game supporting cast , from the pitch-perfect Forster to the always hilarious Meara and Levy , Like Mike shoots and scores , doing its namesake proud .",1
Too bad Kramer could n't make a guest appearance to liven things up .,0
"If Hill is n't quite his generation 's Don Siegel -LRB- or Robert Aldrich -RRB- , it 's because there 's no discernible feeling beneath the chest hair ;",0
But you 'd never guess that from the performances .,0
Nearly all the fundamentals you take for granted in most films are mishandled here .,0
The pitch must have read like a discarded House Beautiful spread .,0
Go .,0
For free .,0
The Piano Teacher is not an easy film .,0
Lawrence should stick to his day job .,0
"Sparkles in its deft portrait of Tinseltown 's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .",0
Sex With Strangers will shock many with its unblinking frankness .,0
Plays like a checklist of everything Rob Reiner and his cast were sending up .,0
"As if Drop Dead Gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .",0
Promises is one film that 's truly deserving of its Oscar nomination .,1
"`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .",0
"Such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production .",0
It makes me feel weird \/ Thinking about all the bad things in the world \/ Like puppies with broken legs \/ And butterflies that die \/ And movies starring pop queens,0
What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,0
Really quite funny .,1
"But mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived .",1
"Brash , intelligent and erotically perplexing , Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .",1
"It may not be history -- but then again , what if it is ?",0
A backstage must-see for true fans of comedy .,1
Allen 's funniest and most likeable movie in years .,1
"Medem may have disrobed most of the cast , leaving their bodies exposed , but the plot remains as guarded as a virgin with a chastity belt .",0
Well-meaning but inert .,0
"An inconsequential , barely there bit of piffle .",0
Do you chuckle at the thought of an ancient librarian whacking a certain part of a man 's body ?,0
"For something as splendid-looking as this particular film , the viewer expects something special but instead gets -LRB- sci-fi -RRB- rehash .",0
"With Dirty Deeds , David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .",1
"But the talented cast alone will keep you watching , as will the fight scenes .",1
"One of the finest , most humane and important Holocaust movies ever made .",1
"Unofficially , National Lampoon 's Van Wilder is Son of Animal House .",0
Lurid and less than lucid work .,0
"Deuces Wild treads heavily into Romeo and Juliet\/West Side Story territory , where it plainly has no business going .",0
The isolated moments of creative insanity finally are lost in the thin soup of canned humor .,0
"Call this The Full Monty on ice , the underdog sports team formula redux .",0
Ever see one of those comedies that just seem like a bad idea from frame one ?,0
"Despite its sincere acting , Signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .",0
"It 's as if Allen , at 66 , has stopped challenging himself .",0
Mendes still does n't quite know how to fill a frame .,0
"Some movies were made for the big screen , some for the small screen , and some , like Ballistic : Ecks vs. Sever , were made for the palm screen .",0
"Still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",0
"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half",0
"It irritates and saddens me that Martin Lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of Bubba Ho-Tep 's clearly evident quality may end up languishing on a shelf somewhere .",0
"If Reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show is n't subversive so much as it is nit-picky about the hypocrisies of our time .",0
A tedious parable about honesty and good sportsmanship .,0
Draggin ' about dragons,0
Pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God in the fifth Trek flick .,0
Kinnear and Dafoe give what may be the performances of their careers .,1
"It 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting .",0
Like being able to hit on a 15-year old when you 're over 100 .,0
There 's not a fresh idea at the core of this tale .,0
But Mr. Polanski creates images even more haunting than those in Mr. Spielberg 's 1993 classic .,1
A mimetic approximation of better films,0
"This would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",0
Director Charles Stone III applies more detail to the film 's music than to the story line ; what 's best about Drumline is its energy .,1
"`` Frailty '' starts out like a typical Bible killer story , but it turns out to be significantly different -LRB- and better -RRB- than most films with this theme .",1
Diane Lane works nothing short of a minor miracle in Unfaithful .,1
"A mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in .",1
Did it move me to care about what happened in 1915 Armenia ?,0
Quelle surprise !,0
The biggest problem with this movie is that it 's not nearly long enough .,0
"The movie , while beautiful , feels labored , with a hint of the writing exercise about it .",0
One of those so-so films that could have been much better .,0
"Normally , Rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable .",0
"Circuit queens wo n't learn a thing , they 'll be too busy cursing the film 's strategically placed white sheets .",0
LaBute 's careful handling makes the material seem genuine rather than pandering .,1
"Tom Green and an Ivy League college should never appear together on a marquee , especially when the payoff is an unschooled comedy like Stealing Harvard , which fails to keep 80 minutes from seeming like 800 .",0
"The great pity is that those responsible did n't cut their losses -- and ours -- and retitle it The Adventures of Direct-to-Video Nash , and send it to its proper home .",0
A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film .,1
"There 's a little violence and lots of sex in a bid to hold our attention , but it grows monotonous after a while , as do Joan and Philip 's repetitive arguments , schemes and treachery .",0
"But , like Silence , it 's a movie that gets under your skin .",0
Wanker Goths are on the loose !,0
"It sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out .",0
"A must for fans of British cinema , if only because so many titans of the industry are along for the ride .",1
"It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .",1
"Romantic comedy and Dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .",1
"At a time when we 've learned the hard way just how complex international terrorism is , Collateral Damage paints an absurdly simplistic picture .",0
A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age .,1
Eight Legged Freaks wo n't join the pantheon of great monster\/science fiction flicks that we have come to love ...,0
"Harry Potter and the Chamber of Secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate .",0
The actors must indeed be good to recite some of this laughable dialogue with a straight face .,0
Stress ` dumb . ',0
"While the film is competent , it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires .",0
"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .",1
Norton holds the film together .,0
"The film brilliantly shines on all the characters , as the direction is intelligently accomplished .",1
"A delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .",1
... the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,0
A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .,0
"It would n't matter so much that this arrogant Richard Pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny .",0
The makers of Mothman Prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad .,0
This is a fascinating film because there is no clear-cut hero and no all-out villain .,1
The dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film .,0
The film thrusts the inchoate but already eldritch Christian Right propaganda machine into national media circles .,0
Hip-hop prison thriller of stupefying absurdity .,0
"is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",0
`` Home Movie '' is the film equivalent of a lovingly rendered coffee table book .,0
"Cherry Orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . '",0
"Though excessively tiresome , The Uncertainty Principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .",0
So brisk is Wang 's pacing that none of the excellent cast are given air to breathe .,0
The only time 8 Crazy Nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers .,0
Me Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .,1
The story has some nice twists but the ending and some of the back-story is a little tired .,0
"There 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .",0
"On top of a foundering performance , -LRB- Madonna 's -RRB- denied her own athleticism by lighting that emphasizes every line and sag .",0
The film is bright and flashy in all the right ways .,1
"The AAA of action , XXX is a blast of adrenalin , rated EEE for excitement .",1
"A well-done film of a self-reflexive , philosophical nature .",1
"Although melodramatic and predictable , this romantic comedy explores the friendship between five Filipino-Americans and their frantic efforts to find love .",0
Brosnan gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day .,1
Goes a long way on hedonistic gusto .,0
I 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment .,0
"The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",0
"The first hour is tedious though Ford and Neeson capably hold our interest , but its just not a thrilling movie .",0
"Sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading .",0
What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .,0
"Illiterate , often inert sci-fi action thriller .",0
"When compared to the usual , more somber festival entries , Davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic .",1
Heaven is a haunting dramatization of a couple 's moral ascension .,0
A modestly made but profoundly moving documentary .,1
"It is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it .",1
"A zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking Morlocks .",0
The movie does n't generate a lot of energy .,0
One of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .,0
"The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",0
Abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed .,0
"The script is a disaster , with cloying messages and irksome characters .",0
"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",0
"This mild-mannered farce , directed by one of its writers , John C. Walsh , is corny in a way that bespeaks an expiration date passed a long time ago .",0
Visually sumptuous but intellectually stultifying .,0
This is amusing for about three minutes .,0
"Its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film .",0
As happily glib and vicious as its characters .,0
"Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .",1
"The problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of Auschwitz II-Birkenau .",0
"Too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .",0
"With its hint of an awkward Hitchcockian theme in tact , Harmon 's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone",0
Debate it .,0
A wildly entertaining scan of Evans ' career .,1
"Like The Full Monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll .",1
"Mostly , Shafer and co-writer Gregory Hinton lack a strong-minded viewpoint , or a sense of humor .",0
Gambling and throwing a basketball game for money is n't a new plot -- in fact Toback himself used it in Black and White .,0
"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",1
Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .,1
Douglas McGrath 's Nicholas Nickleby does Dickens as it should be done cinematically .,1
How I Killed My Father would be a rarity in Hollywood .,0
"The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .",0
Ends up offering nothing more than the latest Schwarzenegger or Stallone flick would .,0
The film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of Abagnale 's antics .,0
At best this is a film for the under-7 crowd .,0
"A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .",1
"Jaw-droppingly superficial , straining to get by on humor that is not even as daring as John Ritter 's glory days on Three 's Company .",0
"It 's still Adam Sandler , and it 's not Little Nicky .",0
"Bogs down badly as we absorb Jia 's moody , bad-boy behavior which he portrays himself in a one-note performance .",0
Lame Sweet Home leaves no Southern stereotype unturned .,0
"An empty , ugly exercise in druggy trance-noir and trumped-up street credibility .",0
Especially give credit to Affleck .,1
"It 's hard to imagine anyone managing to steal a movie not only from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon , Dustin Hoffman and Holly Hunter , yet newcomer Ellen Pompeo pulls off the feat with aplomb .",1
The screenplay flounders under the weight of too many story lines .,0
Snipes is both a snore and utter tripe .,0
The troubling thing about Clockstoppers is that it does n't make any sense .,0
There 's no good answer to that one .,0
"Seriously , rent the Disney version .",0
If you 're a fan of the series you 'll love it and probably want to see it twice .,1
"Unless Bob Crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression .",0
"It does n't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain .",0
If you recognize Zeus -LRB- the dog from Snatch -RRB- it will make you wish you were at home watching that movie instead of in the theater watching this one .,0
... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,0
"If you 're really renting this you 're not interested in discretion in your entertainment choices , you 're interested in Anne Geddes , John Grisham , and Thomas Kincaid .",0
"What Jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",0
"As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious .",1
"Humorous and heartfelt , Douglas McGrath 's version of ` Nicholas Nickleby ' left me feeling refreshed and hopeful .",1
"... a solid , well-formed satire .",1
May offend viewers not amused by the sick sense of humor .,0
The Lady and the Duke is Eric Rohmer 's economical antidote to the bloated costume drama,0
"There are many things that solid acting can do for a movie , but crafting something promising from a mediocre screenplay is not one of them .",0
A cautionary tale about the folly of superficiality that is itself endlessly superficial .,0
"I was hoping that it would be sleazy and fun , but it was neither .",0
About as big a crowdpleaser as they possibly come .,1
Thumbs up to Paxton for not falling into the Hollywood trap and making a vanity project with nothing new to offer .,1
"Why `` they '' were here and what `` they '' wanted and quite honestly , I did n't care .",0
The chocolate factory without Charlie .,0
"Why , you may ask , why should you buy the movie milk when the TV cow is free ?",0
The trappings of I Spy are so familiar you might as well be watching a rerun .,0
"A determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird .",0
Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .,1
Less worrying about covering all the drama in Frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,0
"This is a movie full of grace and , ultimately , hope .",1
-LRB- Ferrera -RRB- has the charisma of a young woman who knows how to hold the screen .,1
"We get an image of Big Papa spanning history , rather than suspending it .",0
`` On Guard ! '',0
"Average , at best , I 'm afraid .",0
"An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .",1
"Tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer Hilary Birmingham .",1
Two badly interlocked stories drowned by all too clever complexity .,0
"It 's immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do .",1
"Forget the misleading title , what 's with the unexplained baboon cameo ?",0
"Though an important political documentary , this does not really make the case the Kissinger should be tried as a war criminal .",0
"Although bright , well-acted and thought-provoking , Tuck Everlasting suffers from a laconic pace and a lack of traditional action .",0
"After a while , Hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial .",0
Who cares ? -RRB- .,0
"While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",1
Exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .,0
"A typically observant , carefully nuanced and intimate French coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .",0
"Good , solid storytelling .",1
"As gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an Asian landscape painting .",1
"A pleasant , if forgettable , romp of a film .",0
A classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .,1
"Congrats Disney on a job well done , I enjoyed it just as much !",1
